package,has_py_typed,has_types_package
logzio-python-handler,False,False
mlxtend,False,False
mxnet,False,False
apache-airflow-providers-alibaba,False,False
recurring-ical-events,False,False
fancycompleter,False,False
ratelimiter,False,False
pyannote-pipeline,False,False
orion-py-client,False,False
pdbpp,False,False
jinja2-time,False,False
asciitree,False,False
jaraco-text,False,False
types-maxminddb,False,False
ibm-cos-sdk,False,False
crowdstrike-falconpy,False,False
assemblyai,False,False
objaverse,False,False
ibm-cos-sdk-s3transfer,False,False
singleton-decorator,False,True
pymsalruntime,False,False
randomname,False,False
djangorestframework-csv,False,False
flytekit,False,False
apache-airflow-providers-apache-beam,False,False
mkdocs-simple-hooks,False,False
nutter,False,False
apache-airflow-providers-redis,False,False
dvc-http,False,False
pytest-testinfra,False,False
crispy-bootstrap5,False,False
jinjasql,False,False
wasmer-compiler-cranelift,False,False
bqplot,False,False
sqllineage,False,False
curatorbin,False,False
mailjet-rest,False,False
rarfile,False,False
pyexcel-xlsx,False,False
pytenable,False,False
jsonfield,False,False
django-deprecate-fields,False,False
cartopy,False,False
logz,False,False
django-object-actions,False,False
capstone,False,False
gspread-pandas,False,False
json-tricks,False,False
lm-eval,False,False
jupyter-nbextensions-configurator,False,False
tensorflow-io,False,False
sklearn-compat,False,False
atomicwrites-homeassistant,False,False
pgspecial,False,False
roboflow,False,False
home-assistant-chip-core,False,False
einx,False,False
checkmk-dev-tools,False,False
torchtune,False,False
requests-pkcs12,False,False
livereload,False,False
pemja,False,False
plpygis,False,False
gluonts,False,False
promptflow-tracing,False,False
sparkmeasure,False,False
streamsets,False,False
fairscale,False,False
oletools,False,False
promptflow-core,False,False
pyobjc-framework-cocoa,False,False
thrift2pyi,False,False
radish-bdd,False,False
flash-attn,False,False
promptflow-devkit,False,False
apache-flink,False,False
setuptools-scm-git-archive,False,False
pyuca,False,False
pgcli,False,False
pytoml,False,False
gpytorch,False,False
imgaug,False,False
django-webpack-loader,False,False
sphinx-book-theme,False,False
unsloth,False,False
clamd,False,False
python-retry,False,False
asyncpg-stubs,False,False
owslib,False,False
stim,False,False
flasgger,False,False
nose2,False,False
blurhash,False,False
multiurl,False,False
ruamel-yaml-jinja2,False,False
parsley,False,False
python-benedict,False,False
splunk-sdk,False,False
linear-operator,False,False
schedula,False,False
oslo-log,False,False
pysnmp,False,False
xmljson,False,False
flask-dance,False,False
pytest-azurepipelines,False,False
temp-mails,False,False
netsuitesdk,False,False
pyaescrypt,False,False
flake8-noqa,False,False
awscli-local,False,False
python-openstackclient,False,False
torchao,False,False
databricks-feature-store,False,False
datashader,False,False
quinn,False,False
dpkt,False,False
whoosh,False,False
pylance,False,False
logging,False,False
pyro-api,False,False
pyomo,False,False
pymatgen-analysis-diffusion,False,False
triton-windows,False,False
tensordict,False,False
pygerduty,False,False
pygobject,False,False
stanza,False,False
django-sekizai,False,False
paddleocr,False,False
optuna-integration,False,False
langid,False,False
myst-nb,False,False
zxcvbn,False,True
ntplib,False,False
bumpver,False,False
nglview,False,False
ordereddict,False,False
pyheif,False,False
cvxopt,False,False
apache-airflow-providers-apache-cassandra,False,False
redlock-py,False,False
django-auditlog,False,False
django-choices,False,False
pytest-durations,False,False
rtfde,False,False
ipyparallel,False,False
pyrepl,False,False
fckitlib,False,False
oauth2-client,False,False
doit,False,False
platformio,False,False
mailchecker,False,False
numpy-quaternion,False,False
formulas,False,False
ipex-llm,False,False
types-orjson,False,False
yesqa,False,False
jupyter-cache,False,False
dbt-athena-community,False,False
drf-extensions,False,False
salesforce-fuelsdk-sans,False,False
tbats,False,False
jstyleson,False,False
codefind,False,False
google-python-cloud-debugger,False,False
pystan,False,False
cvss,False,False
libnacl,False,False
chargebee,False,False
kivy,False,False
rlpycairo,False,False
btsocket,False,False
mip,False,False
torchcodec,False,False
crawl4ai,False,False
pyiotools,False,False
verboselogs,False,False
okta,False,False
feu,False,False
jurigged,False,False
pathmagic,False,False
pathtools,False,False
vobject,False,True
suds-py3,False,False
graypy,False,False
edk2-pytool-library,False,False
adjusttext,False,False
robotframework-pabot,False,False
viztracer,False,False
sqlalchemy-json,False,False
hashring,False,False
smmap2,False,False
cma,False,False
manhole,False,False
dash-ag-grid,False,False
kedro,False,False
pismosendlogs,False,False
geonames,False,False
pycld2,False,False
django-ckeditor,False,False
mf2py,False,False
nequip-allegro,False,False
zipfile-deflate64,False,False
slacker,False,False
prefixed,False,False
fhconfparser,False,False
codecov-cli,False,False
django-tables2,False,False
pyttsx3,False,False
python-quickbooks,False,False
ipympl,False,False
apache-airflow-providers-opsgenie,False,False
defusedcsv,False,False
publicsuffixlist,False,False
opentelemetry-instrumentation-elasticsearch,False,False
lightkube-models,False,False
imapclient,False,False
pinecone-plugin-inference,False,False
sqlalchemy-adapter,False,False
torch-tb-profiler,False,False
tbb,False,False
inscriptis,False,False
apache-airflow-providers-atlassian-jira,False,False
pydotplus,False,False
django-sortedm2m,False,False
azureml-dataprep-rslex,False,False
colander,False,False
azureml-train-core,False,False
user-agent,False,False
python-json-config,False,False
zizmor,False,False
mosaicml-streaming,False,False
databind-core,False,False
bravado,False,False
couchbase,False,False
openvino-dev,False,False
notifiers,False,False
flake8-annotations,False,False
resize-right,False,False
bezier,False,False
landlock,False,False
neptune-scale,False,False
lib4sbom,False,False
testrail-api,False,False
cuda-pathfinder,False,False
gdata,False,False
tinynetrc,False,False
daytona,False,False
pilgram,False,False
uharfbuzz,False,False
google-cloud-access-context-manager,False,False
tcod,False,False
b2sdk,False,False
ta,False,False
jplephem,False,False
perlin-noise,False,False
flask-oauthlib,False,False
opentelemetry-instrumentation-click,False,False
jieba3k,False,False
fastai,False,False
wetextprocessing,False,False
motuclient,False,False
lakefs-client,False,False
python-terraform,False,False
feast,False,False
uproot,False,False
zigpy,False,False
mltable,False,False
tdqm,False,False
extension-helpers,False,False
cloudwatch,False,False
target-hotglue,False,False
reverse-geocode,False,False
csscompressor,False,False
brickflows,False,False
glfw,False,False
langchainplus-sdk,False,False
jupyterlab-unfold,False,False
dghs-imgutils,False,False
pyroscope-io,False,False
easing-functions,False,False
apache-airflow-providers-apache-livy,False,False
unicodedata2,False,False
spyne,False,False
forex-python,False,False
sqlean-py,False,False
pyqtgraph,False,False
hurry-filesize,False,False
lbox-clients,False,False
alexapy,False,False
py-markdown-table,False,False
bloomfilter-py,False,False
pytest-pretty,False,False
minidump,False,False
glcontext,False,False
ipyevents,False,False
googletrans,False,False
django-colorfield,False,False
jaro-winkler,False,False
opentelemetry-instrumentation-boto,False,False
mdutils,False,False
patch,False,False
emails,False,False
pygrib,False,False
stix2,False,False
py-vapid,False,False
recognizers-text-date-time,False,False
recognizers-text-number-with-unit,False,False
cons,False,False
sphinx-notfound-page,False,False
langgraph-checkpoint-sqlite,False,False
langgraph-runtime-inmem,False,False
starrocks,False,False
better-profanity,False,False
pyjarowinkler,False,False
meteostat,False,False
yorm,False,False
realesrgan,False,False
cmsis-pack-manager,False,False
types-factory-boy,False,False
lomond,False,False
chromedriver-autoinstaller,False,False
fastcache,False,False
dbt-vertica,False,False
etuples,False,False
sqltap,False,False
kestra,False,False
core-universal,False,False
logfury,False,False
tk,False,False
l18n,False,False
frida-tools,False,False
py-rust-stemmers,False,False
cvdupdate,False,False
flask-cloudflared,False,False
django-coverage-plugin,False,False
bce-python-sdk,False,False
azure-mgmt-managedservices,False,False
python-logstash,False,False
dashscope,False,False
aws-opentelemetry-distro,False,False
wincertstore,False,False
tensorflow-cpu,False,False
types-enum34,False,False
rauth,False,False
adafruit-blinka,False,False
python-dynamodb-lock,False,False
simplefix,False,False
taplo,False,False
sqlite-vec,False,False
taskcluster-urls,False,False
pyserial-asyncio,False,False
paramz,False,False
mitmproxy-linux,False,False
pytest-nunit,False,False
hunter,False,False
databricks-utils,False,False
delighted,False,False
case-conversion,False,False
opentok,False,False
imutils,False,False
cursor,False,False
nbstripout,False,False
names,False,False
pynput-robocorp-fork,False,False
intel-openmp,False,False
py3dbp,False,False
pyapns-client,False,False
oslo-middleware,False,False
jupyterlab-code-snippets,False,False
lakefs,False,False
pypsexec,False,False
halo,False,False
edgegrid-python,False,False
apispec-oneofschema,False,False
libretranslatepy,False,False
selenium-screenshot,False,False
git-filter-repo,False,False
spark-expectations,False,False
edlib,False,False
faust-streaming,False,False
pyminizip,False,False
truss-transfer,False,False
lazyasd,False,False
tencentcloud-sdk-python,False,False
ast-grep-cli,False,False
kafka,False,False
dodgy,False,False
sgl-kernel,False,False
pynmeagps,False,False
pycarlo,False,False
types-futures,False,False
plexapi,False,False
certvalidator,False,False
pandoc,False,False
paypalrestsdk,False,False
methoddispatch,False,False
csv-diff,False,False
pendingai,False,False
diceware,False,False
slackify-markdown,False,False
vadersentiment,False,False
tfds-nightly,False,False
highspy,False,False
django-dirtyfields,False,False
flake8-junit-report-basic,False,False
email-reply-parser,False,False
dvc-gs,False,False
pytest-fixture-config,False,False
control,False,False
prov,False,False
mkdocs-meta-manager,False,False
django-fsm,False,False
pytest-find-dependencies,False,False
alibabacloud-kms20160120,False,False
vector-quantize-pytorch,False,False
wagtail,False,False
nbdime,False,False
pytest-reportportal,False,False
mysql-python,False,False
pandarallel,False,False
django-rosetta,False,False
optbinning,False,False
sphinx-markdown-tables,False,False
property-manager,False,False
pyfunceble-dev,False,False
confusables,False,False
splink,False,False
jupyter-server-mathjax,False,False
circus,False,False
pycocoevalcap,False,False
hyper,False,False
pydantic-to-typescript,False,False
csvw,False,False
jax-cuda12-pjrt,False,False
cherrypy,False,False
notify-run,False,False
percy-appium-app,False,False
esptool,False,False
flake8-pyi,False,False
robotframework-jsonlibrary,False,False
tslearn,False,False
paypalhttp,False,False
evervault-attestation-bindings,False,False
curated-transformers,False,False
executor,False,False
geonamescache,False,False
implicit,False,False
flask-request-id-header,False,False
streamlit-extras,False,False
robotframework-faker,False,False
mcp-server-odoo,False,False
pytype,False,False
onnxsim,False,False
twirp,False,False
ibm-secrets-manager-sdk,False,False
escapism,False,False
aws-kinesis-agg,False,False
asdf-wcs-schemas,False,False
evervault,False,False
testing-common-database,False,False
dvc-s3,False,False
captum,False,False
libusb1,False,False
opentelemetry-instrumentation-openai-agents,False,False
open-webui,False,False
spandrel-extra-arches,False,False
yellowbrick,False,False
pydevd-pycharm,False,False
pydivert,False,False
polyfile-weave,False,False
pypeln,False,False
requests-credssp,False,False
pygments-ansi-color,False,False
awsiotsdk,False,False
apache-airflow-providers-sendgrid,False,False
unstructured-pytesseract,False,False
django-libsass,False,False
clickhouse-toolset,False,False
aerospike,False,False
waiting,False,False
segments,False,False
bump-my-version,False,False
ftputil,False,False
setuptools-download,False,False
nvidia-nvshmem-cu12,False,False
mysql-replication,False,False
django-rest-swagger,False,False
azureml-pipeline-core,False,False
tee-output,False,False
pyvalid,False,False
e2b-code-interpreter,False,False
grequests,False,False
transforms3d,False,False
botframework-connector,False,False
dj-rest-auth,False,False
fake-http-header,False,False
ics,False,False
open-radar-data,False,False
nlpaug,False,False
pccm,False,False
doc8,False,False
mathematics-dataset,False,False
ytsaurus-yson,False,False
mux-python,False,False
lcov-cobertura,False,False
bravado-core,False,False
auditwheel,False,False
stdeb,False,False
autodocsumm,False,False
jmp,False,False
allure-behave,False,False
django-select2,False,False
ipycanvas,False,False
testing-postgresql,False,False
pglast,False,False
progressbar33,False,False
dissect-target,False,False
sphinxext-opengraph,False,False
django-modelcluster,False,False
flake8-use-pathlib,False,False
secure-smtplib,False,False
backoff-utils,False,False
django-cachalot,False,False
botbuilder-core,False,False
botframework-streaming,False,False
pyautogen,False,False
seqio-nightly,False,False
pgsanity,False,False
aspose-words,False,False
localstack-ext,False,False
e3nn,False,False
opencensus-ext-flask,False,False
pytest-datafiles,False,False
hfutils,False,False
segmentation-models-pytorch,False,False
cowsay,False,False
asdf,False,False
click-creds,False,False
everett,False,False
mozfile,False,False
dearpygui,False,False
token-bucket,False,False
testcontainers-core,False,False
sudachidict-full,False,False
pybit,False,False
pytest-flake8,False,False
pact-python,False,False
cython-lint,False,False
pylint-celery,False,False
flaml,False,False
flask-paginate,False,False
ansible-base,False,False
pysqlite3-binary,False,False
ensure,False,False
xml-python,False,False
trie,False,False
jeedomdaemon,False,False
kivy-garden,False,False
dlinfo,False,False
zake,False,False
rpy2,False,False
fastdownload,False,False
colourmap,False,False
authcaptureproxy,False,False
django-crum,False,False
sagemaker-feature-store-pyspark-3-1,False,False
lap,False,False
flashinfer-python,False,False
kedro-telemetry,False,False
progressbar,False,False
autoray,False,False
django-tinymce,False,False
tox-ansible,False,False
g4f,False,False
delta-kernel-rust-sharing-wrapper,False,False
flask-swagger-ui,False,False
target-jsonl,False,False
backtrader,False,False
openshift,False,False
g2p-en,False,False
pyobjc-framework-applicationservices,False,False
xlwings,False,False
spotinst-agent,False,False
simple-ddl-parser,False,False
robotframework-browser,False,False
tzwhere,False,False
django-request-logging,False,False
flake8-debugger,False,False
apache-flink-libraries,False,False
inference-gpu,False,False
pyobjc-framework-coretext,False,False
oslo-service,False,False
google-gax,False,False
py-grpc-prometheus,False,False
webexteamssdk,False,False
mwaa-dr,False,False
esp-idf-nvs-partition-gen,False,False
onnxruntime-genai,False,False
tabcmd,False,False
jcs,False,False
py-money,False,False
django-autocomplete-light,False,False
webdavclient3,False,False
ibm-vpc,False,False
ggshield,False,False
django-fake-model,False,False
playwright-stealth,False,False
routes,False,True
pytorch-optimizer,False,False
robotframework-databaselibrary,False,False
logical-unification,False,False
finnhub-python,False,False
googlesearch-python,False,False
segtok,False,False
sqloxide,False,False
lzfse,False,False
latex2sympy2,False,False
cdp-use,False,False
gmpy2,False,False
kernels,False,False
apache-airflow-providers-apache-hive,False,False
konlpy,False,False
html-sanitizer,False,False
device-detector,False,False
bingads,False,False
crystaltoolkit-extension,False,False
litdata,False,False
flask-sock,False,False
scatterd,False,False
oslo-upgradecheck,False,False
llama-index-llms-ollama,False,False
pypd,False,False
pyarmor,False,False
streamlit-card,False,False
pca,False,False
bittensor-cli,False,False
pyston-autoload,False,False
nvidia-modelopt,False,False
pythonping,False,False
telesign,False,False
cpuset-py3,False,False
nmslib,False,False
libuuu,False,False
ipy,False,False
typos,False,False
covdefaults,False,False
strands-agents-tools,False,False
scikit-plot,False,False
pydoctor,False,False
nanopb,False,False
mido,False,False
singlestoredb,False,False
insightface,False,False
opencc,False,False
sklearn2pmml,False,False
pyqt5-tools,False,False
apache-airflow-providers-elasticsearch,False,False
ipydagred3,False,False
tsdownsample,False,False
onnxmltools,False,False
nipype,False,False
liger-kernel,False,False
tcmlib,False,False
monai,False,False
discord,False,False
openexr,False,False
nvidia-modelopt-core,False,False
rechunker,False,False
essentials-openapi,False,False
pyobjc-framework-corebluetooth,False,False
blowfish,False,False
markdownlit,False,False
intel-cmplr-lib-ur,False,False
opentelemetry-instrumentation-pyramid,False,False
prefect-github,False,False
zope-hookable,False,False
semantic-link-labs,False,False
smartystreets-python-sdk,False,False
apache-airflow-providers-apache-druid,False,False
rdrobust,False,False
asdf-coordinates-schemas,False,False
pandas-profiling,False,False
databricks-sql,False,False
pytest-xvfb,False,False
mmengine,False,False
streamlit-toggle-switch,False,False
vosk,False,False
pysnmpcrypto,False,False
pyftdi,False,False
pygeos,False,False
ncclient,False,False
sshconf,False,False
pyxnat,False,False
pyobjc,False,False
panns-inference,False,False
django-statsd,False,False
jamo,False,False
setoptconf-tmp,False,False
pypydispatcher,False,False
qiskit-aer,False,False
pyexcelerate,False,False
gpiozero,False,False
clip-interrogator,False,False
kitchen,False,False
json-e,False,False
codeguru-profiler-agent,False,False
whichcraft,False,False
pyreadline,False,False
oslo-concurrency,False,False
zope-component,False,False
stpyv8,False,False
prefect-shell,False,False
drf-exceptions-hog,False,False
azureml-train-restclients-hyperdrive,False,False
quadprog,False,False
statshog,False,False
json-flatten,False,False
gviz-api,False,False
sling,False,False
dataflows-tabulator,False,False
hierarchical-conf,False,False
pycnite,False,False
dj-stripe,False,False
ff3,False,False
grpc-gateway-protoc-gen-openapiv2,False,False
simplejpeg,False,False
blackduck,False,False
pysolr,False,False
pyobjc-framework-webkit,False,False
semantic-link-functions-phonenumbers,False,False
django-adminplus,False,False
semantic-link-functions-meteostat,False,False
pythran-openblas,False,False
pycifrw,False,False
pyobjc-framework-systemconfiguration,False,False
semantic-link,False,False
koheesio,False,False
td-client,False,False
dgl,False,False
streamlit-autorefresh,False,False
pyprind,False,False
language-tool-python,False,False
django-allow-cidr,False,False
econml,False,False
cpe,False,False
dukpy,False,False
celery-once,False,False
lhotse,False,False
clearml-agent,False,False
django-weasyprint,False,False
django-log-request-id,False,False
djangorestframework-jsonapi,False,False
neotime,False,False
aerich,False,False
nemo-toolkit,False,False
lifetimes,False,False
dictor,False,False
databricks-dlt,False,False
opentelemetry-instrumentation-pymemcache,False,False
astpretty,False,False
python-jsonrpc-server,False,False
pyobjc-framework-coreml,False,False
autologging,False,False
azure-cli-nspkg,False,False
pyobjc-framework-corelocation,False,False
yagmail,False,False
nbqa,False,False
lorem-text,False,False
redlines,False,False
nbval,False,False
asdf-transform-schemas,False,False
pygelf,False,False
pyvisa-py,False,False
pycobertura,False,False
mkdocs-jupyter,False,False
tensorflow-decision-forests,False,False
pyobjc-framework-contacts,False,False
sparkpost,False,False
txredisapi,False,False
fiftyone-brain,False,False
sip,False,False
python-ranges,False,False
pylibmc,False,False
pygdal,False,False
rlbot,False,False
pyobjc-framework-vision,False,False
mailchimp3,False,False
pyobjc-framework-cfnetwork,False,False
pyobjc-framework-addressbook,False,False
json-encoder,False,False
imdbpy,False,False
warc3-wet,False,False
pyobjc-framework-localauthentication,False,False
pyobjc-framework-securityinterface,False,False
pyobjc-framework-discrecording,False,False
google-play-scraper,False,False
gradio-litmodel3d,False,False
casadi,False,False
cumm-cu120,False,False
labmaze,False,False
httpstan,False,False
pyobjc-framework-corewlan,False,False
browserstack-local,False,False
python-twitter,False,False
ptvsd,False,False
pyiqa,False,False
pyobjc-framework-cryptotokenkit,False,False
redis-sentinel-url,False,False
jsonseq,False,False
torch-model-archiver,False,False
axiom-py,False,False
jupyter-collaboration-ui,False,False
pyobjc-framework-storekit,False,False
sccache,False,False
pyobjc-framework-scenekit,False,False
pyobjc-framework-notificationcenter,False,False
pyobjc-framework-photosui,False,False
pyobjc-framework-multipeerconnectivity,False,False
pyobjc-framework-modelio,False,False
pyobjc-framework-contactsui,False,False
jupyter-docprovider,False,False
pyobjc-framework-mapkit,False,False
pyobjc-framework-networkextension,False,False
litellm-enterprise,False,False
alpha-vantage,False,False
pyobjc-framework-safariservices,False,False
opentelemetry-instrumentation-aiopg,False,False
pyobjc-framework-corespotlight,False,False
pyobjc-framework-coremediaio,False,False
pyobjc-framework-gamecontroller,False,False
pyobjc-framework-gameplaykit,False,False
djangosaml2,False,False
pyobjc-framework-videotoolbox,False,False
pyobjc-framework-coremidi,False,False
pyobjc-framework-network,False,False
veracode-api-signing,False,False
databricks-ai-bridge,False,False
pyobjc-framework-usernotifications,False,False
versionfinder,False,False
pyobjc-framework-metalperformanceshaders,False,False
pytest-variables,False,False
pyobjc-framework-fileprovider,False,False
pyobjc-framework-authenticationservices,False,False
aqtinstall,False,False
datetime-quarter,False,False
slugify,False,False
pyobjc-framework-metalkit,False,False
pytun-pmd3,False,False
autogluon-core,False,False
silero-vad,False,False
pyobjc-framework-audiovideobridging,False,False
pystray,False,False
pyobjc-framework-applescriptobjc,False,False
yaml-config,False,False
pyobjc-framework-oslog,False,False
pyobjc-framework-speech,False,False
pytest-ruff,False,False
django-cache-url,False,False
django-crontab,False,False
pyobjc-framework-callkit,False,False
pyobjc-framework-metrickit,False,False
pyobjc-framework-systemextensions,False,False
rq-dashboard,False,False
borb,False,False
pyobjc-framework-passkit,False,False
zope-pagetemplate,False,False
json-logic-qubit,False,False
pyobjc-framework-virtualization,False,False
pyobjc-framework-screencapturekit,False,False
pyobjc-framework-replaykit,False,False
pyobjc-framework-scriptingbridge,False,False
flake8-simplify,False,True
pyobjc-framework-installerplugins,False,False
pyobjc-framework-exceptionhandling,False,False
pyobjc-framework-iobluetooth,False,False
pyobjc-framework-latentsemanticmapping,False,False
trec-car-tools,False,False
usaddress-scourgify,False,False
pyobjc-framework-preferencepanes,False,False
flask-mongoengine,False,False
wsaccel,False,False
pyobjc-framework-diskarbitration,False,False
swapper,False,False
pyobjc-framework-securityfoundation,False,False
pyobjc-framework-servicemanagement,False,False
pyobjc-framework-searchkit,False,False
fds-sdk-utils,False,False
pyobjc-framework-opendirectory,False,False
inotify,False,False
pyobjc-framework-discrecordingui,False,False
pyobjc-framework-dvdplayback,False,False
pyobjc-framework-osakit,False,False
first,False,True
pyobjc-framework-shazamkit,False,False
facebook-sdk,False,False
pyobjc-framework-uniformtypeidentifiers,False,False
pyobjc-framework-colorsync,False,False
flask-apispec,False,False
webapp2,False,False
loky,False,False
rtfparse,False,False
pyobjc-framework-eventkit,False,False
pyobjc-framework-accounts,False,False
pyobjc-framework-social,False,False
pyobjc-framework-iosurface,False,False
django-mcp-server,False,False
jupyterlab-lsp,False,False
aiven-client,False,False
pycodestyle-magic,False,False
pyobjc-framework-cloudkit,False,False
efficientnet-pytorch,False,False
wordninja,False,False
pyobjc-framework-mediaaccessibility,False,False
pyobjc-framework-findersync,False,False
llama-index-retrievers-bm25,False,False
pyobjc-framework-mediaplayer,False,False
mosek,False,False
pyobjc-framework-ituneslibrary,False,False
pydantic-scim,False,False
sglang,False,False
pyobjc-framework-adsupport,False,False
langchain-nvidia-ai-endpoints,False,False
provide-dir,False,False
pyobjc-framework-videosubscriberaccount,False,False
djangorestframework-role-filters,False,False
transparent-background,False,False
fiddle,False,False
ipyfilechooser,False,False
pyobjc-framework-corehaptics,False,False
tinsel,False,False
pyobjc-framework-executionpolicy,False,False
pyobjc-framework-fileproviderui,False,False
django-deprecation,False,False
tqdm-loggable,False,False
pyobjc-framework-pencilkit,False,False
pyobjc-framework-linkpresentation,False,False
geoip2fast,False,False
apache-airflow-providers-samba,False,False
faiss-gpu,False,False
pyobjc-framework-soundanalysis,False,False
pyobjc-framework-sharedwithyoucore,False,False
pyobjc-framework-backgroundassets,False,False
pyobjc-framework-avrouting,False,False
pyobjc-framework-metalfx,False,False
databricks-langchain,False,False
cookies,False,False
google-auth-stubs,False,False
opencensus-ext-requests,False,False
pyobjc-framework-datadetection,False,False
pyobjc-framework-sharedwithyou,False,False
pyobjc-framework-adservices,False,False
pyobjc-framework-kernelmanagement,False,False
pyobjc-framework-localauthenticationembeddedui,False,False
pyobjc-framework-metalperformanceshadersgraph,False,False
pyobjc-framework-mlcompute,False,False
gensyn-genrl,False,False
opencensus-ext-fastapi,False,False
snscrape,False,False
jsonplus,False,False
pymilvus-model,False,False
sphinx-mdinclude,False,False
pyobjc-framework-iobluetoothui,False,False
pyobjc-framework-mailkit,False,False
os-client-config,False,False
mysql,False,False
onnxslim,False,False
djoser,False,False
vcver,False,False
youtube-dl,False,False
path-py,False,False
pyobjc-framework-phase,False,False
onepasswordconnectsdk,False,False
tts,False,False
optimizely-sdk,False,False
unix-ar,False,False
mkdocs-static-i18n,False,False
fs-s3fs,False,False
property-cached,False,False
autogluon-features,False,False
volcengine-python-sdk,False,False
iterators,False,False
oauth2,False,False
libtpu,False,False
pytest-trio,False,False
mkl,False,False
ipsw-parser,False,False
cogapp,False,False
http-client,False,False
macaroonbakery,False,False
flow-vis,False,False
phono3py,False,False
pyobjc-framework-collaboration,False,False
z3c-pt,False,False
unidic,False,False
pyobjc-framework-dictionaryservices,False,False
opentelemetry-propagator-ot-trace,False,False
pip-autoremove,False,False
perfetto,False,False
pyghmi,False,False
dspy-ai,False,False
protoletariat,False,False
pycasbin,False,False
case-converter,False,False
xvfbwrapper,False,False
rapidocr-onnxruntime,False,False
serpent,False,False
oslo-versionedobjects,False,False
dash-mantine-components,False,False
pyuwsgi,False,False
django-apscheduler,False,False
plotbin,False,False
flair,False,False
pymatgen-analysis-defects,False,False
flyteidl,False,False
graphene-sqlalchemy,False,False
tgcrypto,False,True
pyobjc-framework-quicklookthumbnailing,False,False
pyqtwebengine,False,False
opentelemetry-instrumentation-remoulade,False,False
appdirs-stubs,False,False
pydeseq2,False,False
aider-chat,False,False
encodec,False,False
pgzip,False,False
scalene,False,False
aspy-yaml,False,False
spconv-cu120,False,False
wheel-stub,False,False
djhtml,False,False
aws-glue-sessions,False,False
simple-crypt,False,False
sliceline,False,False
autogluon-tabular,False,False
ddtrace-api,False,False
pylint-pytest,False,False
botbuilder-integration-aiohttp,False,False
httpagentparser,False,False
inference-cli,False,False
agate-sql,False,False
dumb-init,False,False
python-logstash-async,False,False
streamlit-option-menu,False,False
pylightxl,False,False
jpholiday,False,False
ripgrepy,False,False
json-rpc,False,False
hanziconv,False,False
poppler-utils,False,False
razorpay,False,False
scikit-misc,False,False
stqdm,False,False
graphene-file-upload,False,False
yeelight,False,False
speedtest-cli,False,False
ase-db-backends,False,False
pyzipcode,False,False
kubernetes-client,False,False
developer-disk-image,False,False
liquidpy,False,False
expiring-dict,False,False
sphinx-jinja2-compat,False,False
deprecat,False,False
home-assistant-chip-clusters,False,False
dlib,False,False
squarify,False,False
lpc-checksum,False,False
envsubst,False,False
brotli-asgi,False,False
py-bip39-bindings,False,False
django-elasticsearch-dsl,False,False
pysrt,False,False
trcli,False,False
greykite,False,False
pytest-runtime-xfail,False,False
pytest-selenium,False,False
imgkit,False,False
django-sass-processor,False,False
pyecharts,False,False
pretrainedmodels,False,False
pymc3,False,False
agate-dbf,False,False
pinterest-api-sdk,False,False
exponent-server-sdk,False,False
crispy-bootstrap4,False,False
orb-models,False,False
times,False,False
pinterest-generated-client,False,False
unitycatalog-ai,False,False
types-portpicker,False,False
pytest-isort,False,False
lovelyplots,False,False
alibi-detect,False,False
csvkit,False,False
xds-protos,False,False
python-gettext,False,False
qprompt,False,False
nlopt,False,False
pygal,False,False
linkchecker,False,False
zulip,False,False
grpc-requests,False,False
meshio,False,False
geolib,False,False
gruut-lang-en,False,False
castepinput,False,False
quests,False,False
soda-core-duckdb,False,False
pybboxes,False,False
wait-for-it,False,False
pscript,False,False
apache-airflow-providers-grpc,False,False
babelfish,False,False
ansible-vault,False,False
kim-edn,False,False
stups-tokens,False,False
django-rest-knox,False,False
tlslite-ng,False,False
pyobjc-framework-mediaextension,False,False
presto-client,False,False
imscore,False,False
hvplot,False,False
futurist,False,False
pycln,False,False
sortedcollections,False,False
colcon-python-setup-py,False,False
hyper-connections,False,False
libpff-python,False,False
apache-airflow-providers-qdrant,False,False
pysmi-lextudio,False,False
guessit,False,False
libpysal,False,False
jupyter-server-proxy,False,False
pyfunctional,False,False
apache-airflow-providers-apprise,False,False
awslogs,False,False
alphashape,False,False
websocket,False,False
reflex-hosting-cli,False,False
unidic-lite,False,False
substrate-interface,False,False
pygount,False,False
mohawk,False,False
cirq-aqt,False,False
whisperx,False,False
glances,False,False
ssh2-python,False,False
neomodel,False,False
standard-sunau,False,False
dragnet,False,False
pylama,False,False
astropy-healpix,False,False
posix-ipc,False,False
marshmallow-jsonapi,False,False
uncurl,False,False
json-ref-dict,False,False
archspec,False,False
twofish,False,False
django-unfold,False,False
appier,False,False
tpu-info,False,False
django-cacheops,False,False
sconf,False,False
records,False,False
django-templated-mail,False,False
keysymdef,False,False
sphinxcontrib-svg2pdfconverter,False,False
pilkit,False,False
pyspark-pandas,False,False
psycopg2-pool,False,False
pandasai,False,False
cupy-cuda11x,False,False
hdrpy,False,False
fev,False,False
st-theme,False,False
azureml-inference-server-http,False,False
flask-apscheduler,False,False
runpod,False,False
pydeps,False,False
python-igraph,False,False
eli5,False,False
bcpandas,False,False
litecli,False,False
theano-pymc,False,False
lucopy,False,False
tokencost,False,False
pytest-skip-slow,False,False
libscrc,False,False
dockerfile,False,False
wagon,False,False
